GENDER	POVRTY	RACE	KINDER1	FMOTOR	GMOTOR	SCONTROL	INTERP	EXTERN	INTERN	GENERAL	MATH7	MOM_ED
1	2	1	1	7	8	3	2.6	2.2	2.25	38	1.76	6
1	2	1	1	7	6	3.25	2.8	1.8	1.25	42	1.98	6
1	2	1	1	5	6	3.75	2.8	1.6	2	33	1.83	6
2	2	1	1	7	6	3	2.6	2	1.25	27	1.68	6
2	2	1	1	5	8	4	3.8	1	2.5	30	2.22	8
2	2	4	1	7	8	3.5	2.8	1.6	1.5	31	2.2	6
1	2	1	1	6	5	3	2.8	2.2	1.25	29	2.14	8
1	2	3	1	5	3	3.75	3.4	1	1.5	24	1.63	3
1	2	1	1	9	8	4	4	1	1.5	24	1.83	7
2	2	3	1	7	6	3.75	3.4	2	1	17	2.18	5
2	2	1	1	4	5	4	4	1	1.75	19	1.85	4
1	2	1	1	5	8	4	3.8	1	1.25	25	1.64	6
1	2	1	1	5	2	3	3.4	2.4	1.75	14	0.94	6
1	2	1	1	5	7	4	4	1.6	1	25	1.66	5
2	2	1	1	7	8	3.25	2.8	1.6	1.5	20	1.61	3
1	2	1	1	9	6	3.75	4	1	1.75	18	2.55	5
1	2	1	1	1	1	2.75	2.6	2	1.25	15	1.84	5
1	2	1	1	7	6	3.25	3.2	1	2.5	27	1.63	6
1	2	1	1	7	7	3.25	3	1.8	1.75	27	2.05	6
1	2	1	1	6	6	3.5	4	1	2	30	2.12	4
2	2	1	1	6	8	3.25	3.4	1	1.25	26	1.71	3
1	2	1	1	5	6	3.5	4	1	1.25	30	1.98	6
2	2	1	1	9	8	3.5	3.2	1	1.25	27	1.95	5
1	2	1	1	6	5	3.25	3.6	1	1.5	28	1.8	3
2	2	3	1	8	7	3	2.4	1	1.75	33	1.3	6
1	2	1	1	6	1	2.5	2.8	1.8	1.5	10	1.32	7
1	2	1	1	6	7	3	3	1.4	2	24	2.17	5
2	2	1	1	9	5	2	2	2.4	2	18	1.88	7
1	2	3	1	8	8	3.75	3.8	1	1.75	33	1.09	4
1	2	1	1	3	8	3	2.4	1	2.25	11	0.51	4
1	2	1	1	7	7	2	2	2.8	2	26	1.49	5
1	2	1	1	8	7	2.75	3	1.2	2	27	1.54	6
1	2	1	1	8	7	3	3	1.4	2	27	1.46	5
1	2	4	1	8	8	3.75	3.8	1	1	29	2.55	9
2	2	1	1	5	8	3.25	3.4	1.2	1.25	11	2.04	5
1	2	1	1	6	5	2.5	2.6	2	2.25	44	2.41	8
1	2	1	1	7	8	3.25	3.6	1.6	1.25	31	2.08	6
2	2	1	1	5	8	3	2.8	2	1.25	26	2.05	6
2	2	1	1	6	6	4	4	1	1.75	17	1.79	7
1	2	3	1	5	4	3.75	3.6	1.6	1.25	26	2.08	5
2	2	1	1	7	8	4	4	1	1	32	1.75	4
2	2	1	1	6	6	2.25	2.4	2	1.5	30	2.2	6
1	2	1	1	3	8	4	3.8	1	1	31	1.8	6
2	2	1	1	8	8	3	2.4	2	1.25	30	2.12	5
2	2	1	2	9	8	2.75	2.8	1.6	1	31	1.61	3
1	2	3	2	7	7	2.75	2.4	1.8	2.25	12	0.49	4
2	2	3	1	4	8	3.75	3.6	1	1.25	22	1.2	4
1	2	3	1	8	3	3.5	3	1	1.5	20	1.23	3
1	2	1	1	4	7	3.25	3.2	1.2	1.75	10	1.99	2
2	2	3	1	8	8	3.75	4	1.2	1	19	2.02	6
2	2	1	1	9	8	3.75	4	1.2	1.25	25	1.58	5
1	2	1	1	7	4	2.75	2.6	2.2	1	27	1.3	5
1	2	1	1	9	8	1.75	1.6	3	3	20	1.82	5
2	2	2	1	2	8	2	1.8	1.6	3	15	2.27	6
2	2	1	1	7	6	3.25	3.6	1	1	35	2.08	6
2	2	1	1	7	7	2.75	3	1.4	2	23	1.87	6
1	2	1	1	6	0	2	2.2	2.4	1.75	19	1.44	8
1	2	1	1	9	7	3	2.6	1	1.75	32	1.91	6
1	2	4	1	8	8	2.5	2.8	2.2	1.75	29	1.83	8
1	2	1	1	6	5	2.25	2.6	1.4	3	25	1.29	8
1	2	4	1	6	7	2.75	2	1	1.75	19	1.79	5
1	2	1	1	9	8	2.25	2	2.2	1.75	31	2.06	6
2	2	4	1	8	8	4	4	1	1.5	12	1.25	6
1	2	2	1	7	7	2.5	2.8	2.2	2	28	1.77	5
1	1	2	1	4	3	2.5	2.2	1.4	2	10	0.59	4
2	2	3	1	1	8	3.25	3.8	1.6	1.25	18	1.09	4
1	1	3	1	7	6	3.5	3.8	1	2	12	1.08	5
2	2	1	1	7	8	3.25	2.8	1.2	1.75	26	1.45	5
1	2	1	1	3	7	2.75	3.2	2	1.5	21	1.09	6
1	2	1	1	8	7	3.25	3	1.2	1.5	18	1.45	6
1	2	1	1	9	8	2.67	2.8	1	1.25	22	1.32	3
2	2	1	1	8	8	3.67	2.8	1	1	30	1.51	3
2	2	1	1	8	2	3.67	2.8	1	1	33	2.04	6
1	2	1	1	6	6	3.67	2.6	1	1.33	20	1.39	5
1	2	1	1	3	4	3.67	3.2	1.2	1	23	1.39	8
1	2	1	1	7	6	2.25	2.2	2.4	1.5	27	1.27	8
1	2	1	1	7	8	3.5	3	1.6	1.5	19	1.49	5
1	2	1	1	7	8	4	3.5	1.4	1.5	34	2.28	5
1	2	1	1	5	8	3.25	3	1.6	2	29	1.57	6
1	2	1	1	6	5	3	2.75	2	1.75	19	1.43	5
1	2	1	1	6	8	3.25	3	2.2	2.25	26	1.22	6
1	2	1	1	7	6	3.75	3.25	1.8	1.75	21	1.7	5
1	2	1	1	4	3	3.25	3.25	2	1.75	34	1.5	8
1	2	1	1	5	5	3.75	2.75	1.2	2.25	30	1.48	6
1	2	1	1	9	8	3.5	3.5	1.25	1.5	25	1.54	6
2	2	1	1	3	8	3.75	3.25	1.6	2	34	2.21	6
2	2	1	1	4	6	3.75	3.5	1.2	1.25	23	1.85	6
2	2	1	1	6	4	3.5	3.5	1.8	1.5	25	1.68	8
2	2	1	1	6	8	3.5	3.25	1.2	1.25	37	1.4	5
2	2	1	1	7	6	3.5	3.25	1	1.75	31	1.73	6
2	2	1	1	6	8	3.25	3.25	1.2	1.75	33	1.64	6
2	2	1	1	8	8	3.5	3.5	1	1.25	33	1.81	6
2	2	1	1	7	8	2	2.4	2	2.25	28	1.34	6
2	2	3	1	7	8	2.75	2.8	1	2	28	2.11	5
2	2	1	1	8	8	3	3	1.6	1.25	36	2.15	6
2	2	1	1	3	7	2.5	2.2	2	1.75	32	1.99	5
2	2	1	1	5	5	2.25	2.2	2	2	20	2.18	7
2	2	1	1	4	7	2.75	2.8	1.8	1.5	34	1.81	6
2	2	1	1	5	8	3	3	1	1.5	17	1.35	6
2	2	1	1	7	7	3.75	3.6	1.4	1.75	20	1.04	6
1	2	1	1	5	8	3.25	3.4	2	1.5	28	1.59	8
1	2	1	1	3	7	2.75	2.6	2	1.75	31	2.1	8
2	2	1	1	7	8	3.5	3.2	1.8	1.25	25	1.63	9
2	2	1	1	7	8	3.5	3.2	1.4	1.25	30	1.52	3
2	2	1	1	6	8	3	2.6	1.6	1	32	1.83	6
1	2	1	1	3	6	2.75	2.6	1.8	1	28	2.16	6
2	2	1	1	6	7	4	3.6	1	1	29	1.58	5
2	2	1	1	5	8	4	4	1	1	17	1.47	3
1	2	1	1	6	8	4	3.8	1.2	1.25	30	1.49	5
2	2	1	1	7	4	4	4	1	1.25	27	1.77	5
1	2	1	1	7	6	3	2.8	1.6	2	32	1.95	3
2	2	1	1	5	6	3	2.8	1	1.75	23	1.04	7
1	1	3	1	2	0	4	2.2	1	3.5	8	0.71	2
1	2	1	1	8	1	2.5	2.8	2.6	1.5	29	1.8	6
2	2	1	1	6	7	3.5	4	1	1	26	1.37	4
1	2	1	1	8	5	4	3.8	1.4	1.25	23	1.94	6
2	2	1	1	7	4	3.75	3	1.2	2.5	17	1.09	3
1	2	1	1	9	8	2.5	3.2	1.4	1.25	21	1.88	8
2	2	1	1	8	8	2.75	2.4	1.8	1.5	24	1.39	3
1	2	1	1	4	5	3.75	3.8	1	1.25	34	1.99	6
1	2	1	1	8	6	3.5	3.8	1	1.25	25	1.56	2
2	2	2	1	8	8	3	3	1.2	2	23	2.17	6
1	2	1	1	7	7	3.25	3.6	1	1.25	24	2.55	5
1	2	1	1	7	5	3.5	3.6	1	1.25	27	2.26	5
2	2	1	1	6	7	3.25	2	1	1.5	20	1.31	5
2	2	1	1	7	8	2.5	3	1.6	1.25	26	2.02	5
2	2	1	1	8	8	3.75	3.4	1.2	1.25	20	1.39	6
1	2	1	1	3	6	2	2	3.8	1.75	30	1.66	6
1	2	1	1	7	6	3.75	3.8	1.4	1.25	37	2.2	6
2	2	1	1	7	8	3.5	3.8	1	1.25	31	1.63	3
2	2	1	1	6	5	4	3.8	1	1.25	27	1.77	5
1	2	1	1	7	8	3.25	3.6	1.2	1.25	39	1.76	8
2	2	4	1	7	5	3.25	3.6	1.8	1.25	20	1.64	6
2	2	1	1	3	8	4	3.8	1.2	1.25	22	1.57	8
2	2	1	1	5	6	3.5	3.4	1	1.75	17	1.37	6
1	2	2	1	7	8	3.75	3.4	1.4	1.25	20	2.29	9
1	2	1	1	6	8	3.5	3.6	1	2	27	1.4	5
1	2	1	1	7	6	3.75	3.8	1.4	1.25	33	1.84	8
2	2	1	1	6	8	4	4	1	1.5	30	2.39	8
1	2	1	1	5	8	3.75	3.8	1	2.25	19	1.31	3
1	1	3	2	7	5	3	3.6	2	1.75	17	0.83	1
2	2	1	1	7	6	3.5	3.4	1.2	1.25	34	2.02	6
1	2	2	1	6	6	3	2.8	2	1.25	15	1.55	3
2	2	1	1	6	8	3.25	2.4	1.6	2	18	1	5
1	2	4	2	7	8	2.75	2.6	2	2.5	28	1.44	5
1	2	1	1	5	6	3	3	1.8	1.25	22	1.44	8
2	2	1	2	8	6	2.67	2.4	1.2	1	9	1.6	5
2	2	1	2	6	7	3.33	3.2	1	1.25	21	1.52	8
2	2	1	1	6	7	2	2.4	1	1.25	14	1.8	6
2	2	2	1	3	8	2	2.2	2	1	20	1.17	5
2	2	2	1	2	6	2	2.2	2.6	1.25	14	0.9	3
1	1	2	1	7	7	3	2.8	1.6	2	20	1.21	2
2	1	2	1	4	8	2.5	2.4	2	2	12	0.99	3
2	2	3	1	7	8	2.5	2.4	1.4	2	11	0.57	7
2	2	3	1	6	8	4	4	1.2	1.5	15	0.98	2
1	2	4	1	4	8	3.5	3.6	1.6	1	16	1.94	3
2	2	4	1	6	7	3.75	3.6	1	1.5	20	1.4	3
1	2	2	1	4	4	3.5	3.4	1.25	1.25	15	0.94	1
2	1	3	2	5	2	3.5	3.25	2.2	2	13	1.05	1
2	2	2	1	8	7	4	4	1	1	19	1.78	8
1	1	2	1	8	8	3.75	3.8	1	1.25	18	1.72	5
1	2	2	1	8	7	3.5	3.8	1	1.75	13	1.98	3
1	1	2	2	6	8	2.5	1.8	2.8	2.25	19	1.64	1
2	2	3	1	9	8	3.25	3.2	1	1	26	2.15	6
2	2	1	1	4	6	3.25	2.8	1	1.25	15	1.64	5
1	2	3	1	3	8	3.67	2.8	2.4	1.75	10	0.92	3
2	2	2	1	4	8	3	2.6	1	1.5	20	1.34	5
2	2	2	1	8	8	3	3	1.8	1.25	21	1.59	5
1	2	2	1	4	3	3.25	3	1	1	12	1.29	5
1	2	2	1	5	8	3	3	1.2	2	23	1.13	2
1	2	3	1	3	5	3.5	3	2.6	1.5	15	1.49	3
1	2	3	1	6	4	3.25	3	2.2	2.75	22	2.02	5
2	2	4	1	5	8	3.5	2.6	1	1.75	16	1.2	6
1	1	3	1	6	5	3	2.6	2.4	1	9	2.17	3
1	1	3	1	6	8	2.33	2.6	2.8	2.5	15	1.61	5
2	2	3	1	9	8	3	2.5	1.25	1.67	28	1.49	3
2	1	3	1	7	7	3	3.4	1.2	1.25	21	1.43	1
1	1	3	1	5	5	2.67	3.8	1.4	1.25	15	1.1	5
1	2	3	1	6	8	3.5	4	1	1.25	12	1.78	3
1	2	3	2	6	6	4	4	1.6	1.25	27	1.28	2
2	2	3	1	5	8	3.75	4	1	1	17	1.16	3
1	1	3	1	8	5	4	3.6	1	1	18	1.47	2
2	1	2	1	5	8	3.75	3.8	1	1.75	22	1.58	5
2	2	1	1	8	8	3.67	4	1.4	1.25	19	2.18	6
1	2	1	1	8	6	3.67	3.8	1.5	1.25	34	2.55	6
2	2	1	1	7	7	2.5	2.8	1.8	1.75	26	1.61	3
2	2	1	1	5	8	3	3.2	1.6	1	27	1.71	8
1	2	1	1	5	8	3	3	1.6	2.25	34	2.23	6
2	2	1	1	3	7	2	2.4	2.6	1	22	2.1	6
1	2	3	1	6	4	4	4	1	1	20	1.61	5
1	2	4	1	6	7	4	4	1	1	27	1.92	5
1	2	4	1	7	8	3.5	3	2	1.25	22	1.58	5
2	2	3	1	8	8	3.5	3	1	2.5	26	1.96	4
2	2	4	1	7	8	3.5	3.6	1.8	1.5	19	1.28	5
2	2	3	1	2	4	3.33	3	1	1.25	9	1.66	5
1	1	3	1	7	7	2.75	2.2	1.4	1	12	1.62	3
1	2	4	1	6	4	2.75	2	1	1	31	1.49	5
2	2	3	1	8	6	3.25	2.6	1	1.75	14	0.97	5
1	1	4	1	4	5	3.25	1.8	1.4	1	11	1.84	2
1	2	4	1	6	8	2.5	2.8	1.6	1	16	1.42	1
2	2	4	1	3	6	3.5	3.75	1	1.33	14	0.51	3
1	2	2	1	7	8	3.5	3	1.2	1.5	13	1.48	3
1	2	4	1	5	8	3.33	3.4	1.8	1.25	12	0.66	6
2	2	4	1	5	6	2	2.4	2.4	1.5	17	1.09	5
2	2	2	1	7	8	3.33	3.2	2	1.5	14	1.97	5
1	2	1	1	8	6	4	4	1.2	1.25	19	1.82	3
2	2	1	1	4	5	4	3.8	1	1.25	23	1.55	8
1	2	1	1	5	5	4	3.8	1.2	1.5	37	1.7	8
2	2	4	1	8	7	4	3	1	1.75	16	1.39	6
2	2	1	1	9	8	4	4	1	1.25	28	1.69	5
1	2	1	1	8	8	3.25	3.4	1.4	1	30	1.84	6
1	2	2	1	1	7	2	2.2	1	1	15	0.42	4
1	2	2	1	4	8	2.25	2.25	1.6	1.25	19	2.29	4
2	2	2	1	4	6	2	2.5	3.8	1.75	22	0.73	3
1	2	4	1	8	8	3	3.6	1.8	1.5	20	1.37	5
1	2	1	1	8	5	3	2.8	1.2	1.5	25	1.42	4
2	2	1	1	6	8	3	2.4	1.8	1.75	23	1.43	5
2	2	1	1	5	8	3	2.6	2	1	20	1.62	5
1	2	3	1	7	7	3	2.6	1.6	1.75	26	1.13	3
1	2	1	1	4	6	3	3	1.4	1.25	25	1.06	3
2	2	1	1	3	7	2.75	2	1.8	1.25	18	1.56	6
2	2	1	1	8	6	3.33	3.2	1	1.25	34	2.16	3
1	2	1	1	7	8	3.25	3.2	1.6	1.25	32	1.85	5
2	2	1	1	8	8	2.5	2	2.2	1.5	31	0.97	6
1	2	3	1	4	8	3.5	2.5	1.2	1.75	15	0.95	2
2	2	4	1	9	6	4	4	1.6	2	16	2.11	6
2	2	2	1	9	8	2.33	3.2	1.2	1	17	2.2	5
2	2	3	1	7	8	2.67	2.25	1	1.25	11	1.12	3
2	2	1	1	9	8	3.5	3.6	1	1.5	31	2	8
1	2	1	1	8	8	4	4	1	1.25	25	1.54	6
2	2	2	1	8	8	2.75	2.6	2	1	20	0.8	5
1	1	2	1	5	8	2	1.8	3.6	2.5	19	1.24	5
2	2	2	1	6	8	2.5	3	1.8	1.25	23	1.22	3
1	2	1	1	4	6	2	2	3.4	1.25	19	1.25	6
2	2	4	1	6	7	3	2.4	1.2	3	15	1.54	6
1	2	1	1	2	8	2	2	3.4	1.75	20	1.53	7
2	2	1	1	6	8	2.5	3.2	2.2	2.75	32	1.74	6
2	2	1	1	1	5	3.5	3.6	1.2	2	26	1.88	6
1	2	1	1	7	8	4	3.4	1.2	1	35	1.47	8
1	2	1	1	5	6	3	2.8	2	1	28	1.65	8
1	2	1	1	7	4	2.75	3.2	1.4	1.33	31	2.29	9
2	2	1	1	7	8	4	4	1	1	23	1.8	6
1	2	1	2	9	7	3.25	2.4	1	2.5	23	1.8	5
2	2	1	1	4	6	3.25	3	1.6	1.25	26	1.7	6
2	2	1	1	7	8	3.5	3.2	1	1.25	40	1.91	6
2	2	1	1	6	8	3.75	3.8	1	1.25	29	1.97	8
2	2	1	1	6	7	3.5	3.2	1.2	1.25	25	0.98	3
1	2	1	1	8	8	3.75	3.4	1	1	24	1.83	8
1	2	1	1	8	8	3.5	3.4	1	1	28	1.8	6
1	2	1	1	6	8	3.5	3	1.4	1	29	1.5	6
1	2	1	2	8	7	3.5	3.2	1	1	34	2.21	6
2	2	1	1	3	8	3.33	2.6	1.2	1.5	27	1.61	5
2	2	1	1	6	6	3.67	3.4	1	1	38	1.9	9
1	2	1	1	8	8	3.75	3.6	1	1.25	23	1.37	3
2	2	1	1	5	7	4	4	1	1.33	24	1.41	5
2	2	1	1	8	8	3.75	3.8	1	1.5	33	1.83	6
2	2	1	1	7	3	4	3.5	1	1	32	2.29	5
2	2	1	1	2	8	3	3.25	1.8	1.33	22	1.36	3
1	2	1	1	7	4	4	3.5	1.2	1	27	1.25	5
2	2	1	1	5	5	4	3.4	1	1.5	15	2.08	5
1	2	1	1	8	8	2.75	2.4	2	2.5	29	1.43	6
2	2	1	1	3	8	4	3.25	1.2	1.25	29	1.39	3
2	2	1	1	6	7	3	2.6	1.8	1.5	22	1.7	3
2	2	1	1	9	8	4	3.75	1	1	30	1.98	8
1	2	1	1	5	8	2.33	1.75	1.4	2	22	1.47	3
2	2	1	1	5	7	2.67	3	1.2	1.75	28	1.72	6
2	2	1	1	6	6	3.33	2.25	1	1.5	22	1.73	5
1	2	1	1	6	8	3	2.8	1.6	2	27	1.81	6
2	2	1	1	7	6	3	2.4	1	2.25	19	1.1	5
1	2	1	1	5	2	2	2.2	2.6	2.25	18	1.48	5
1	2	1	1	9	8	2.75	2.4	2.2	1.75	30	2.3	3
2	2	1	1	6	8	3.25	3	1	1.25	21	1.51	3
1	2	1	1	9	5	3	3	2.2	2	19	1.75	5
1	1	1	1	5	8	2.75	3	2	2.25	19	1.39	3
1	2	1	1	9	8	2.5	3	2.4	1.75	28	2.09	3
1	2	4	1	9	4	4	4	1.2	1.25	31	2.01	6
1	2	1	1	7	8	4	3.8	1	1	21	1.95	5
1	2	1	1	8	7	4	4	1	1.25	21	0.69	5
2	2	1	1	5	8	2.75	2.6	1.4	1	17	1.42	5
1	2	1	1	2	5	4	3.6	1.2	1.25	27	1.07	5
2	2	1	1	6	7	2	1.8	2	2	31	1.38	3
2	2	1	1	7	6	3.5	3	1.2	1.75	21	1.62	5
2	2	1	1	5	5	3.25	2.6	1.8	1.5	11	1.02	3
2	2	4	1	2	8	4	2.6	1	2	16	1.07	4
1	2	1	1	6	5	3.25	3.2	2.4	2	29	1.67	8
1	2	4	1	6	6	3.5	3.6	1	1.5	29	1.36	6
1	2	4	1	6	8	4	3.8	1.4	1.25	24	2.37	3
2	2	1	1	7	8	4	3.8	1	1.25	19	1.88	6
1	2	4	1	8	8	3	3.2	1.4	1.25	19	1.98	6
1	2	4	1	9	8	3.75	3.8	1.2	1.25	17	2.02	8
2	2	1	1	9	8	4	4	1	1.25	26	1.24	6
2	2	1	1	7	6	4	4	1	1.67	35	1.78	6
2	2	3	1	8	8	3.25	3.2	1.4	2	22	1	5
2	2	1	1	8	8	3.5	3.6	1.8	1.25	22	0.77	3
2	2	1	1	8	6	4	4	1.2	1.25	24	1.61	6
1	2	1	1	7	8	3.75	4	1	1.25	27	1.68	4
2	2	3	1	5	8	3.25	3.4	1.4	1.75	14	1.12	2
1	2	3	1	7	8	2.75	2.8	1.4	1.5	19	1.28	6
1	2	1	1	6	5	2.5	3.2	1.6	1.5	22	1.54	5
2	2	4	1	4	8	3.5	2.8	1	2.25	30	2.55	6
1	2	1	1	8	7	3.5	3	1	1.25	26	1.8	3
2	2	1	1	9	8	3.25	3	1.4	1.5	26	2.42	6
2	2	1	1	8	5	4	4	1	1.25	19	1.43	5
1	2	1	1	8	7	2.33	3	1.6	1	26	1.68	5
2	2	1	1	5	6	4	3.6	1	1.75	31	1.82	3
1	2	1	1	3	6	4	4	1	1.25	21	0.9	3
2	2	1	1	4	6	4	4	1	1.25	23	1.63	5
2	2	4	1	8	5	4	4	1	1.25	21	1.22	4
2	2	3	1	9	7	4	3.6	1.2	1.75	22	1.85	3
1	2	1	1	5	3	3	2.4	2	1.25	14	1.03	8
2	2	1	1	4	7	2.25	2.2	2	1	30	1.71	8
1	2	1	1	3	2	3.5	2.5	1	1	15	1.44	5
1	2	1	1	4	7	3.5	3	2	1	37	1.83	8
1	2	1	1	5	7	3.75	3.75	2	1	25	2.01	8
2	2	1	1	5	8	3.67	3.5	1	1	23	1.43	5
2	2	1	1	7	8	4	4	1	1	28	1.67	5
2	2	1	1	7	8	3.5	3	1	1.5	25	1.35	6
1	1	3	2	6	7	3	3	2	2	16	1.85	2
1	2	3	1	5	7	3	3	2	2	24	1.43	3
1	2	3	1	6	7	2.25	2.4	3.4	2.75	17	1.45	5
1	2	3	1	7	7	2.5	3	2	2	23	1.45	5
2	2	3	1	7	5	3	3	2	2	15	1.27	3
2	2	2	1	8	7	4	4	1	1	18	0.96	3
2	1	2	1	3	7	2.75	3	1.8	1.5	9	0.67	3
1	1	2	1	1	4	3	3.4	2.4	1.5	9	0.48	2
1	1	2	1	7	8	3.75	3.6	2	1.25	15	0.68	2
2	2	2	1	7	6	2	2	2.2	1.25	14	1.13	5
2	1	2	1	9	8	4	4	1	1	12	1.12	5
2	1	2	1	8	7	1.5	2	1.8	1.5	18	0.79	2
1	2	4	1	8	8	3	3.2	1	2.25	31	1.43	6
1	2	1	1	6	6	3	2.2	1.8	1.75	31	1.52	3
2	2	3	1	9	6	3	2.4	1	1.25	23	1.34	3
2	2	1	1	4	8	3.25	2.8	2	2	26	1.97	5
1	2	1	1	5	6	3	3	1	1	28	1.1	6
2	1	3	1	8	8	3	2.2	1.2	2	12	1.03	3
2	2	1	1	3	8	3	3	1	1.25	34	1.41	3
2	2	1	1	6	8	3	3	1.2	2	31	1.57	4
1	2	1	1	6	8	3.33	3	1	1.25	34	1.75	8
2	2	1	1	9	8	3.33	3.6	1	1.25	36	1.66	5
1	2	1	1	4	6	2	2.2	3.2	1	16	1.15	3
2	2	1	1	9	8	2.67	2.4	1.6	1.25	26	2.1	4
1	2	3	1	8	8	3	3	1	1.75	23	1.45	6
1	2	1	1	8	4	3	3.4	1.4	1.5	35	1.52	5
1	2	1	1	6	8	2	2.4	2	1	24	1.99	6
1	2	3	1	7	8	3.25	3.4	1.2	1.75	25	1.35	6
2	2	1	1	8	8	3	4	2	1.75	27	1.8	5
1	2	1	1	7	3	3.5	3.8	2	1.25	30	1.65	5
1	2	1	1	7	8	3.75	4	1.2	1	29	1.99	6
2	2	3	1	7	7	3.75	4	1.4	1.25	25	2.02	6
1	2	1	1	5	8	3	3.6	2	2	28	1.54	5
1	2	1	1	6	7	3	3	1.8	1.25	27	1.78	3
2	2	1	1	7	8	4	4	1.2	1.5	26	1.48	3
1	2	1	1	8	6	4	4	1.2	1.25	33	1.76	6
1	2	3	1	8	8	3.5	3.4	1.8	1	25	1.81	4
1	2	3	1	8	3	2	2.2	2.6	1.25	27	0.79	3
1	2	3	1	4	7	3.25	3	1.8	1	20	1.91	6
2	2	1	1	7	6	3	2.2	1.8	1.75	16	1.33	5
1	2	1	1	6	6	3	3	1.8	1.25	28	1.36	3
1	2	4	1	7	8	3	2.6	1.8	1	20	1.63	1
1	2	4	2	7	8	2.67	2.8	2	1	14	1.49	3
2	2	1	1	8	8	3	2.6	1.8	1.5	25	1.34	3
1	2	1	1	9	7	3	2.4	1.8	1	26	1.82	5
1	2	4	1	8	8	3.5	2.8	2	1	24	2.34	8
2	2	1	1	8	8	3.5	3.8	1.2	1.25	40	1.91	9
2	2	1	2	9	8	4	4	1	2.5	40	2.33	8
1	2	4	1	7	5	3.5	3	1.8	1.75	24	2.15	5
1	2	1	1	6	7	4	4	1.4	1.5	32	1.65	6
1	2	1	1	9	7	2	2	3.4	2	33	1.95	5
2	2	1	1	6	5	3.25	3	1.8	1.75	26	1.75	5
2	2	1	1	6	8	3.75	4	1.2	1.75	30	1.37	6
1	2	1	1	3	8	3.75	3.8	1	2	19	1.5	5
1	2	1	1	8	7	3.75	4	1.2	1.5	32	2.23	5
1	2	1	1	6	3	3.75	3.8	1.4	1.25	36	2.34	3
1	2	1	1	5	5	3.5	4	1	1.25	31	1.32	5
2	2	1	1	6	7	2.75	2.8	2.2	1.25	24	1.6	8
2	2	1	1	5	8	2.75	2.2	2.2	1.25	38	1.2	5
1	2	1	1	7	5	3.5	3.6	1.8	1.25	13	1.85	6
2	2	1	1	7	8	3.25	3.8	1.4	1.5	33	2.55	9
2	2	1	1	9	8	3.25	3	1.4	1.25	32	1.35	3
1	1	2	1	7	8	2.75	3	2	1.5	22	1.11	5
2	2	2	1	8	8	3.5	3.8	1.6	1.25	19	1.59	5
2	2	1	1	5	4	4	3.8	1	1	25	1.48	3
2	2	1	1	3	3	2.5	2.6	1.75	1.5	10	0.71	5
1	2	1	1	7	8	4	4	1.2	1.25	21	1.62	6
1	2	4	1	3	5	3.75	4	1	2	8	1.49	3
1	2	4	1	7	0	4	4	1	1.5	31	2	8
2	2	2	1	6	8	4	4	1	1.75	27	1.54	3
1	2	1	1	7	4	4	3.2	1.2	1.25	31	1.7	5
1	2	1	1	7	8	3.25	3	1	1.25	37	2.29	5
1	2	1	1	8	8	3.25	3	1	1.25	28	2.05	3
2	2	1	1	7	7	3.25	3.2	1	1	18	1.49	7
1	2	1	1	6	6	3.75	4	1	1.25	25	2	5
1	2	1	2	8	8	3.75	3.8	1.2	1.25	32	1.42	3
2	1	4	1	7	8	3.25	3.2	1	1	19	2.2	2
2	2	1	1	6	8	4	4	1	1	35	1.37	5
2	1	3	1	7	8	3	3	1.8	1	26	0.96	3
2	1	3	1	5	8	2.33	2.5	2	2	11	0.98	3
1	1	2	1	3	7	3	3	1.8	1.25	9	0.94	2
2	2	2	1	7	8	3.67	3.75	1	2	20	1.15	2
1	2	2	1	3	8	2.5	2.2	2.8	2	26	1.01	4
1	2	1	2	7	8	3.25	3.4	2	1.25	31	0.43	2
1	2	1	1	8	8	3.5	3.4	1.8	1.25	21	1.47	3
2	2	2	1	3	8	3	3.2	2	1.5	27	1.03	5
2	1	1	1	8	7	3.75	3.8	1.2	1.25	30	1.06	3
1	2	1	1	5	7	3	3	1.6	1.25	29	1.81	6
1	2	1	1	5	8	2.75	2	1.4	1.75	13	1.77	3
2	1	1	1	6	6	3	3	1.4	1	30	1.8	3
2	2	1	1	1	8	4	3.4	1	1.25	13	1.03	3
1	2	1	1	6	7	2	1.8	2.4	1	17	1.03	3
2	2	2	1	6	8	2	3	2.2	1.5	21	1.12	5
2	1	2	1	8	7	3.25	2.25	1	1.75	23	0.51	3
2	2	2	1	5	6	3	2.25	1	1.25	13	0.94	2
2	1	2	1	4	6	1.75	1.25	1	1.25	9	0.51	3
2	1	2	1	4	8	2.25	1.5	1.8	1.25	11	1.78	3
1	2	2	1	6	8	3.75	4	1	1.5	30	1.55	3
1	1	2	1	5	8	2.75	2.8	1.8	1.5	18	1.3	3
1	1	2	1	3	3	3.75	2.25	1	2.75	9	0.63	2
1	2	4	2	8	4	4	4	1.2	1	26	2.31	6
2	2	1	1	6	8	4	4	1	1.25	32	1.29	3
2	2	1	1	7	7	3.75	3.25	1	1	27	1.32	3
2	2	3	1	7	8	4	4	1.4	1	30	1.74	5
1	2	1	1	9	6	3.25	3.25	1.2	1	41	1.84	5
